date,close_price
2023-02-06,53.98
2023-02-07,51.73
2023-02-08,52.97
2023-02-09,52.29
2023-02-10,53.14
2023-02-13,52.57
2023-02-14,52.01
2023-02-15,52.29
2023-02-16,51.95
2023-02-17,52.29
2023-02-20,52.74
2023-02-21,52.97
2023-02-22,52.29
2023-02-23,52.46
2023-02-24,52.57
2023-02-27,52.18
2023-02-28,52.57
2023-03-01,52.29
2023-03-02,52.4
2023-03-03,51.11
2023-03-06,51.17
2023-03-07,51.67
2023-03-08,51.84
2023-03-09,52.29
2023-03-10,51.79
2023-03-13,51.45
2023-03-14,51.17
2023-03-15,51.39
2023-03-16,51.17
2023-03-17,50.04
2023-03-20,47.85
2023-03-21,48.64
2023-03-22,50.04
2023-03-23,51.0
2023-03-24,50.04
2023-03-27,51.17
2023-03-28,51.62
2023-03-29,51.9
2023-03-30,52.12
2023-03-31,51.39
2023-04-03,52.18
2023-04-04,51.73
2023-04-05,51.79
2023-04-06,51.28
2023-04-07,50.61
2023-04-10,50.04
2023-04-11,49.59
2023-04-12,49.65
2023-04-13,49.59
2023-04-14,49.71
2023-04-17,49.71
2023-04-18,49.48
2023-04-19,49.76
2023-04-20,49.65
2023-04-21,49.2
2023-04-24,49.42
2023-04-25,49.65
2023-04-26,50.27
2023-04-27,50.61
2023-04-28,50.89
2023-05-04,49.76
2023-05-05,50.49
2023-05-08,52.29
2023-05-09,51.9
2023-05-10,51.73
2023-05-11,51.17
2023-05-12,52.18
2023-05-15,51.56
2023-05-16,52.07
2023-05-17,52.18
2023-05-18,53.42
2023-05-19,52.97
2023-05-22,52.35
2023-05-23,52.18
2023-05-24,52.07
2023-05-25,52.4
2023-05-26,51.73
2023-05-29,52.35
2023-05-30,53.14
2023-05-31,52.85
2023-06-01,52.8
2023-06-02,53.36
2023-06-05,55.1
2023-06-06,55.67
2023-06-07,54.54
2023-06-08,56.23
2023-06-09,56.51
2023-06-12,56.79
2023-06-13,57.63
2023-06-14,57.69
2023-06-15,58.2
2023-06-16,59.04
2023-06-19,57.18
2023-06-20,56.17
2023-06-21,56.23
2023-06-22,56.45
2023-06-23,56.17
2023-06-26,56.23
2023-06-27,56.23
2023-06-28,56.85
2023-06-29,57.3
2023-06-30,56.23
2023-07-03,56.23
2023-07-04,56.23
2023-07-05,57.35
2023-07-06,56.62
2023-07-07,59.04
2023-07-10,57.75
2023-07-11,57.91
2023-07-12,58.48
2023-07-13,58.98
2023-07-14,59.04
2023-07-17,58.93
2023-07-18,58.65
2023-07-19,59.88
2023-07-20,59.04
2023-07-21,59.04
2023-07-24,58.81
2023-07-25,60.9
2023-07-26,62.03
2023-07-27,61.56
2023-07-28,61.76
2023-07-31,60.83
2023-08-01,60.56
2023-08-02,60.76
2023-08-03,60.17
2023-08-04,59.83
2023-08-07,60.3
2023-08-08,60.23
2023-08-09,59.9
2023-08-10,58.77
2023-08-11,60.03
2023-08-14,59.1
2023-08-15,59.04
2023-08-16,59.24
2023-08-17,59.37
2023-08-18,59.44
2023-08-21,59.63
2023-08-22,58.71
2023-08-23,57.31
2023-08-24,57.78
2023-08-25,57.24
2023-08-28,57.78
2023-08-29,58.71
2023-08-30,59.17
2023-08-31,59.17
2023-09-05,59.83
2023-09-06,59.9
2023-09-07,59.44
2023-09-08,59.44
2023-09-11,58.77
2023-09-12,59.7
2023-09-13,59.17
2023-09-14,59.17
2023-09-15,59.63
2023-09-18,58.97
2023-09-19,58.51
2023-09-20,58.44
2023-09-21,57.78
2023-09-22,59.3
2023-09-25,59.3
2023-09-26,57.78
2023-09-27,58.31
2023-09-28,58.44
2023-09-29,58.11
2023-10-02,57.44
2023-10-03,57.31
2023-10-04,57.31
2023-10-05,56.12
2023-10-06,56.71
2023-10-09,56.18
2023-10-10,57.18
2023-10-11,57.44
2023-10-12,57.11
2023-10-13,57.51
2023-10-16,57.18
2023-10-17,57.04
2023-10-18,57.04
2023-10-19,56.12
2023-10-20,56.31
2023-10-23,56.12
2023-10-24,57.11
2023-10-25,56.98
2023-10-26,56.12
2023-10-27,56.45
2023-10-30,57.04
2023-10-31,57.64
2023-11-01,58.31
2023-11-02,59.1
2023-11-03,59.04
2023-11-06,59.44
2023-11-07,58.64
2023-11-08,59.44
2023-11-09,58.37
2023-11-10,57.11
2023-11-13,56.78
2023-11-14,57.11
2023-11-15,58.24
2023-11-16,58.44
2023-11-17,56.85
2023-11-20,57.18
2023-11-21,57.51
2023-11-22,57.58
2023-11-23,56.78
2023-11-24,57.11
2023-11-27,56.98
2023-11-28,56.98
2023-11-29,56.51
2023-11-30,56.25
2023-12-01,56.45
2023-12-04,57.11
2023-12-05,56.71
2023-12-06,57.04
2023-12-07,56.58
2023-12-08,56.45
2023-12-11,55.92
2023-12-12,55.92
2023-12-13,55.58
2023-12-14,56.05
2023-12-15,54.59
2023-12-18,54.12
2023-12-19,53.92
2023-12-20,53.86
2023-12-21,53.72
2023-12-22,53.72
2023-12-25,54.32
2023-12-26,54.99
2023-12-27,54.92
2023-12-28,54.99
2023-12-29,53.33
2024-01-02,55.45
2024-01-03,56.12
2024-01-04,57.04
2024-01-05,57.24
2024-01-08,57.64
2024-01-09,58.31
2024-01-10,59.44
2024-01-11,59.3
2024-01-12,58.9
2024-01-15,59.77
2024-01-16,59.77
2024-01-17,60.37
2024-01-18,60.5
2024-01-19,61.49
2024-01-22,61.1
2024-01-23,60.76
2024-01-24,60.5
2024-01-25,60.43
2024-01-26,61.1
2024-01-29,60.56
2024-01-30,60.43
2024-01-31,58.77
2024-02-01,59.63
2024-02-02,59.97
2024-02-05,59.77
2024-02-06,59.44
2024-02-07,59.77
2024-02-15,59.7
2024-02-16,59.5
2024-02-19,59.9
2024-02-20,60.63
2024-02-21,60.56
2024-02-22,59.44
2024-02-23,59.04
2024-02-26,59.44
2024-02-27,60.5
2024-02-28,64.68
2024-02-29,64.62
2024-03-01,64.62
2024-03-04,63.75
2024-03-05,63.42
2024-03-06,63.49
2024-03-07,63.62
2024-03-08,63.15
2024-03-11,62.49
2024-03-12,62.69
2024-03-13,63.75
2024-03-14,63.09
2024-03-15,62.42
2024-03-18,61.76
2024-03-19,61.43
2024-03-20,61.89
2024-03-21,63.22
2024-03-22,64.02
2024-03-25,63.55
2024-03-26,63.95
2024-03-27,63.62
2024-03-28,63.55
2024-03-29,63.02
2024-04-01,63.22
2024-04-02,62.76
2024-04-03,62.29
2024-04-04,63.75
2024-04-05,63.02
2024-04-08,63.02
2024-04-09,62.62
2024-04-10,62.76
2024-04-11,62.42
2024-04-12,62.82
2024-04-15,61.1
2024-04-16,60.43
2024-04-17,60.1
2024-04-19,60.1
2024-04-22,60.17
2024-04-23,59.83
2024-04-24,60.17
2024-04-25,60.43
2024-04-26,60.56
2024-05-02,61.03
2024-05-03,61.43
2024-05-06,61.76
2024-05-07,61.69
2024-05-08,61.76
2024-05-09,61.43
2024-05-10,61.1
2024-05-13,60.43
2024-05-14,60.17
2024-05-15,60.43
2024-05-16,61.49
2024-05-17,60.96
2024-05-20,61.03
2024-05-21,60.5
2024-05-22,60.23
2024-05-23,60.43
2024-05-24,59.9
2024-05-27,59.9
2024-05-28,60.23
2024-05-29,59.63
2024-05-30,58.84
2024-05-31,57.91
2024-06-03,58.57
2024-06-04,58.9
2024-06-05,58.97
2024-06-06,59.1
2024-06-07,58.77
2024-06-10,58.44
2024-06-11,57.91
2024-06-12,58.9
2024-06-13,58.71
2024-06-14,58.11
2024-06-17,57.84
2024-06-18,57.84
2024-06-19,57.51
2024-06-20,57.11
2024-06-21,57.11
2024-06-24,56.78
2024-06-25,56.78
2024-06-26,56.58
2024-06-27,56.58
2024-06-28,56.58
2024-07-01,57.18
2024-07-02,58.57
2024-07-03,58.77
2024-07-04,58.44
2024-07-05,58.44
2024-07-08,57.91
2024-07-09,58.51
2024-07-10,58.84
2024-07-11,58.51
2024-07-12,58.17
2024-07-15,58.11
2024-07-16,58.37
2024-07-17,58.44
2024-07-18,58.44
2024-07-19,58.11
2024-07-22,58.24
2024-07-23,58.11
2024-07-24,58.11
2024-07-25,57.97
2024-07-26,57.97
2024-07-29,57.97
2024-07-30,58.11
2024-07-31,59.24
2024-08-01,60.23
2024-08-02,58.9
2024-08-05,57.71
2024-08-06,57.97
2024-08-07,58.24
2024-08-08,57.97
2024-08-09,58.24
2024-08-12,58.31
2024-08-13,59.44
2024-08-14,58.44
2024-08-15,58.17
2024-08-16,58.51
2024-08-19,58.97
2024-08-20,60.3
2024-08-21,61.63
2024-08-22,61.36
2024-08-23,61.36
2024-08-26,61.1
2024-08-27,60.76
2024-08-28,60.5
2024-08-29,60.76
2024-08-30,60.9
2024-09-04,60.43
2024-09-05,59.83
2024-09-06,59.9
2024-09-09,59.9
2024-09-10,59.1
2024-09-11,58.71
2024-09-12,59.44
2024-09-13,59.7
2024-09-16,59.04
2024-09-17,60.1
2024-09-18,60.43
2024-09-19,60.76
2024-09-20,60.17
2024-09-23,60.37
2024-09-24,60.56
2024-09-25,61.63
2024-09-26,61.43
2024-09-27,61.43
2024-09-30,61.1
2024-10-01,61.1
2024-10-02,61.56
2024-10-03,61.49
2024-10-04,61.29
2024-10-07,61.1
2024-10-08,60.76
2024-10-09,60.43
2024-10-10,61.03
2024-10-11,60.76
2024-10-14,60.7
2024-10-15,60.7
2024-10-16,60.76
2024-10-17,61.23
2024-10-18,61.36
2024-10-21,61.1
2024-10-22,60.7
2024-10-23,60.76
2024-10-24,60.9
2024-10-25,60.96
2024-10-28,61.1
2024-10-29,61.1
2024-10-30,60.9
2024-10-31,62.16
2024-11-01,62.09
2024-11-04,61.43
2024-11-05,61.49
2024-11-06,61.69
2024-11-07,61.89
2024-11-08,61.23
2024-11-11,61.1
2024-11-12,61.03
2024-11-13,61.43
2024-11-14,61.1
2024-11-15,60.9
2024-11-18,60.43
2024-11-19,59.77
2024-11-20,59.97
2024-11-21,60.1
2024-11-22,60.17
2024-11-25,60.63
2024-11-26,61.36
2024-11-27,61.56
2024-11-28,61.49
2024-11-29,61.96
2024-12-02,62.56
2024-12-03,61.76
2024-12-04,62.09
2024-12-05,62.42
2024-12-06,62.56
2024-12-09,63.29
2024-12-10,62.76
2024-12-11,61.96
2024-12-12,62.09
2024-12-13,61.83
2024-12-16,61.83
2024-12-17,61.76
2024-12-18,61.83
2024-12-19,61.36
2024-12-20,61.43
2024-12-23,61.36
2024-12-24,61.16
2024-12-25,61.36
2024-12-26,61.16
2024-12-27,61.23
2024-12-30,61.1
2024-12-31,60.56
2025-01-02,61.03
2025-01-03,61.1
2025-01-06,61.69
2025-01-07,61.29
2025-01-08,61.36
2025-01-09,61.03
2025-01-10,60.7
2025-01-13,61.03
2025-01-14,60.9
2025-01-15,60.7
2025-01-16,61.56
2025-01-17,61.43
2025-01-20,60.9
2025-01-21,60.7
2025-01-22,60.56
2025-01-23,61.43
2025-01-24,61.49
2025-02-03,60.83
2025-02-04,61.1
2025-02-05,61.49
2025-02-06,61.69
2025-02-07,61.76
2025-02-10,61.23
2025-02-11,61.03
2025-02-12,60.76
2025-02-13,60.83
2025-02-14,60.83
2025-02-17,60.83
2025-02-18,60.83
2025-02-19,60.9
2025-02-20,60.9
2025-02-21,61.83
2025-02-24,62.09
2025-02-25,61.49
2025-02-26,61.29
2025-02-27,62.42
2025-02-28,61.96
2025-03-03,61.96
2025-03-04,61.76
2025-03-05,61.76
2025-03-06,62.09
2025-03-07,63.15
2025-03-10,64.28
2025-03-11,64.28
2025-03-12,66.22
2025-03-13,65.03
2025-03-14,65.52
2025-03-17,66.82
2025-03-18,66.32
2025-03-19,66.02
2025-03-20,66.32
2025-03-21,65.52
2025-03-24,66.02
2025-03-25,65.72
2025-03-26,65.33
2025-03-27,65.03
2025-03-28,64.33
2025-03-31,63.54
2025-04-01,64.04
2025-04-02,64.33
2025-04-03,59.87
2025-04-04,59.57
2025-04-08,55.4
2025-04-09,52.12
2025-04-10,55.7
2025-04-11,59.37
2025-04-14,58.87
2025-04-15,59.57
2025-04-16,58.87
2025-04-17,57.68
2025-04-18,57.68
2025-04-21,57.78
2025-04-22,58.08
2025-04-23,57.58
2025-04-24,57.78
2025-04-25,57.09
2025-04-28,57.09
2025-04-29,56.89
2025-05-05,56.69
2025-05-06,56.59
2025-05-07,56.59
2025-05-08,56.69
2025-05-09,56.19
2025-05-12,56.19
2025-05-13,56.39
2025-05-14,58.28
2025-05-15,58.28
2025-05-16,57.09
2025-05-19,56.59
2025-05-20,56.69
2025-05-21,56.69
2025-05-22,56.49
2025-05-23,56.39
2025-05-26,56.59
2025-05-27,56.39
2025-05-28,56.39
2025-05-29,56.29
2025-05-30,55.99
2025-06-02,55.8
2025-06-03,56.39
2025-06-04,56.19
2025-06-05,55.89
2025-06-06,55.7
2025-06-09,55.5
2025-06-10,55.5
2025-06-11,55.3
2025-06-12,55.6
2025-06-13,55.8
2025-06-16,56.19
2025-06-17,56.79
2025-06-18,56.29
2025-06-19,56.19
2025-06-20,56.69
2025-06-23,56.19
2025-06-24,56.19
2025-06-25,56.19
2025-06-26,55.99
2025-06-27,56.29
2025-06-30,56.59
2025-07-01,57.78
2025-07-02,57.58
2025-07-03,57.48
2025-07-04,57.98
2025-07-07,58.18
2025-07-08,58.58
2025-07-09,61.06
2025-07-10,60.96
2025-07-11,62.25
2025-07-14,61.95
2025-07-15,60.96
2025-07-16,61.36
2025-07-17,61.75
2025-07-18,61.45
2025-07-21,60.86
2025-07-22,61.75
2025-07-23,61.65
2025-07-24,61.65
2025-07-25,61.55
2025-07-28,62.35
2025-07-29,60.56
2025-07-30,60.46
2025-07-31,59.77
2025-08-01,59.77
2025-08-04,60.66
2025-08-05,61.06
2025-08-06,61.85
2025-08-07,61.26
2025-08-08,61.45
2025-08-11,62.05
2025-08-12,62.55
2025-08-13,62.05
2025-08-14,64.73
2025-08-15,63.84
2025-08-18,64.04
2025-08-19,63.74
2025-08-20,62.55
2025-08-21,63.74
2025-08-22,64.13
2025-08-25,63.14
2025-08-26,64.13
2025-08-27,68.6
2025-08-28,68.5
2025-08-29,68.11
2025-09-03,66.52
2025-09-04,68.4
2025-09-05,67.01
2025-09-08,64.83
2025-09-09,64.43
2025-09-10,65.33
2025-09-11,65.23
2025-09-12,65.33
2025-09-15,65.33
2025-09-16,65.13
2025-09-17,64.33
2025-09-18,63.44
2025-09-19,62.55
2025-09-22,61.55
2025-09-23,61.75
2025-09-24,62.25
2025-09-25,62.55
2025-09-26,62.55
2025-09-29,62.15
2025-09-30,61.55
2025-10-01,61.95
2025-10-02,61.65
2025-10-03,61.7
2025-10-06,64.0
2025-10-07,63.7
2025-10-08,64.6
2025-10-09,63.8
2025-10-10,64.2
2025-10-13,63.1
2025-10-14,63.1
2025-10-15,62.5
2025-10-16,62.9
2025-10-17,61.9
2025-10-20,59.4
2025-10-21,59.3
2025-10-22,59.6
2025-10-23,59.8
2025-10-24,59.5
2025-10-27,59.2
2025-10-28,60.0
2025-10-29,60.7
2025-10-30,60.6
2025-10-31,59.6
2025-11-03,59.3
2025-11-04,60.1
2025-11-05,60.8
2025-11-06,60.3
2025-11-07,59.3
2025-11-10,58.8
2025-11-11,58.9
2025-11-12,59.5
2025-11-13,59.8
2025-11-14,60.0
2025-11-17,60.2
2025-11-18,59.9
2025-11-19,59.4
2025-11-20,59.4
2025-11-21,59.0
2025-11-24,58.8
2025-11-25,58.2
2025-11-26,58.1
2025-11-27,57.9
2025-11-28,57.4
2025-12-01,57.5
2025-12-02,57.6
2025-12-03,58.9
2025-12-04,58.9
2025-12-05,58.3
2025-12-08,57.9
2025-12-09,58.0
2025-12-10,58.2
2025-12-11,57.6
2025-12-12,56.8
2025-12-15,56.8
2025-12-16,56.9
2025-12-17,56.7
2025-12-18,56.8
2025-12-19,57.5
2025-12-22,57.8
2025-12-23,57.2
2025-12-24,57.0
2025-12-25,57.1
2025-12-26,57.1
2025-12-29,57.1
2025-12-30,57.3
2025-12-31,57.5
2026-01-05,57.1
2026-01-06,57.3
2026-01-07,59.6
2026-01-08,63.7
2026-01-09,68.0
2026-01-12,72.7
2026-01-13,74.0
2026-01-14,76.0
2026-01-15,71.9
2026-01-16,73.0
2026-01-19,72.7
2026-01-20,73.5
2026-01-21,72.3
